z,x,y,brightness,homolog,cell_id,genomic_coordinate,AB_compartment
3.690508469636713,84.7830980815182,115.93345907833432,7.397476595701354,1,7_27_2019__Conv_zscan_03__cell9,chr1:2950000-3050000,B
4.258500646458536,84.09146412052742,115.15548619494074,11.004117090951269,1,7_27_2019__Conv_zscan_03__cell9,chr1:5950000-6050000,B
3.7364099616276656,86.77098704367074,116.91404024195677,4.810433938565762,1,7_27_2019__Conv_zscan_03__cell9,chr1:8950000-9050000,A
4.213648854475058,85.8399771839758,116.20944377733218,8.80019280270804,1,7_27_2019__Conv_zscan_03__cell9,chr1:11950000-12050000,A
3.915864176632851,85.05499226073312,115.68061106489277,5.907651034441457,1,7_27_2019__Conv_zscan_03__cell9,chr1:14950000-15050000,B
3.741681897053817,84.82116818000709,116.30947211169223,2.4357078933898193,1,7_27_2019__Conv_zscan_03__cell9,chr1:17950000-18050000,B
3.6828009133627697,86.52152837690329,117.25943381791814,3.78944880883804,1,7_27_2019__Conv_zscan_03__cell9,chr1:20950000-21050000,A
,,,,1,7_27_2019__Conv_zscan_03__cell9,chr1:23950000-24050000,A
4.393228220483941,84.96773188419718,117.96333203756609,8.190707090361734,1,7_27_2019__Conv_zscan_03__cell9,chr1:26950000-27050000,A
3.917276846708136,84.13214380143997,117.10628868415156,3.0273634518651265,1,7_27_2019__Conv_zscan_03__cell9,chr1:29950000-30050000,B
3.810265721136692,83.87216154516909,117.3468967424552,3.835780373321114,1,7_27_2019__Conv_zscan_03__cell9,chr1:32950000-33050000,A
4.005776374384747,84.72882022605437,116.49313344590124,3.9072473974862434,1,7_27_2019__Conv_zscan_03__cell9,chr1:35950000-36050000,A
3.9301072866344855,85.69808211787236,116.31820826245708,4.209727338608306,1,7_27_2019__Conv_zscan_03__cell9,chr1:38950000-39050000,A
3.9350070481007324,86.59993230877612,117.7354348716061,8.889179544982905,1,7_27_2019__Conv_zscan_03__cell9,chr1:41950000-42050000,B
3.6697044998216555,86.5169607389643,117.14415535520284,9.525104921203415,1,7_27_2019__Conv_zscan_03__cell9,chr1:44950000-45050000,A
3.6707799304584654,84.7373606347954,113.64270629749136,1.7374769527583611,1,7_27_2019__Conv_zscan_03__cell9,chr1:47950000-48050000,B
4.000380792310138,85.88095356259515,116.06098119787126,4.275191246370416,1,7_27_2019__Conv_zscan_03__cell9,chr1:50950000-51050000,B
4.3947330547761885,85.47697196619401,115.50946554919888,7.471465874888905,1,7_27_2019__Conv_zscan_03__cell9,chr1:53950000-54050000,A
4.920747969815633,84.47972338117937,115.2607638079969,2.4237730759591205,1,7_27_2019__Conv_zscan_03__cell9,chr1:56950000-57050000,B
4.439481742501468,83.00926368963502,115.35895362442048,4.445740669266501,1,7_27_2019__Conv_zscan_03__cell9,chr1:59950000-60050000,B
5.053123383761737,85.30774779128733,115.22603142664471,2.341329411883452,1,7_27_2019__Conv_zscan_03__cell9,chr1:62950000-63050000,B
4.076772681886527,85.43636496916105,115.5609623946417,1.517695301588935,1,7_27_2019__Conv_zscan_03__cell9,chr1:65950000-66050000,B
5.071395119552399,84.67823853073001,114.79649114228857,3.0474161170508482,1,7_27_2019__Conv_zscan_03__cell9,chr1:68950000-69050000,B
4.335554299875672,88.29438091276592,115.04844792732584,1.6138705586566122,1,7_27_2019__Conv_zscan_03__cell9,chr1:71950000-72050000,B
3.8433736101791443,84.7591663571748,114.70623366664228,1.1596888787319013,1,7_27_2019__Conv_zscan_03__cell9,chr1:74950000-75050000,B
4.020877998663624,84.88483288701332,115.18949684156256,5.766398009982542,1,7_27_2019__Conv_zscan_03__cell9,chr1:77950000-78050000,A
,,,,1,7_27_2019__Conv_zscan_03__cell9,chr1:80950000-81050000,B
5.007479249604902,84.4693029815852,115.77443249567837,2.1145670619682093,1,7_27_2019__Conv_zscan_03__cell9,chr1:83950000-84050000,B
4.366458435129164,85.17948542556613,115.36339467766254,0.9868795952633833,1,7_27_2019__Conv_zscan_03__cell9,chr1:86950000-87050000,A
3.7830512041494844,85.49543373722925,114.77169948507736,2.4138711806346604,1,7_27_2019__Conv_zscan_03__cell9,chr1:89950000-90050000,A
4.121058734545782,84.36587846631443,116.3276602020993,1.3878296663345573,1,7_27_2019__Conv_zscan_03__cell9,chr1:92950000-93050000,A
4.859320414212101,84.18825322929982,114.86637229618697,2.492944988234931,1,7_27_2019__Conv_zscan_03__cell9,chr1:95950000-96050000,B
4.128060088472139,85.4357870028449,115.15264708239506,2.646579668071405,1,7_27_2019__Conv_zscan_03__cell9,chr1:98950000-99050000,B
,,,,1,7_27_2019__Conv_zscan_03__cell9,chr1:101950000-102050000,B
3.7545531208962473,85.53907663147686,115.59075611014774,2.1911090139446503,1,7_27_2019__Conv_zscan_03__cell9,chr1:104950000-105050000,B
3.1892811455593986,85.17556896095621,114.05690188924882,5.74377044435454,1,7_27_2019__Conv_zscan_03__cell9,chr1:107950000-108050000,B
4.466622650964709,84.07304438032993,114.38519600147475,2.9989068946006388,1,7_27_2019__Conv_zscan_03__cell9,chr1:110950000-111050000,B
4.154359138322971,85.59334256236508,113.53587679371593,3.1299187472266103,1,7_27_2019__Conv_zscan_03__cell9,chr1:113950000-114050000,B
3.8836650096505156,85.88274459099472,114.91985076299532,1.8553064219657838,1,7_27_2019__Conv_zscan_03__cell9,chr1:116950000-117050000,B
3.817654447733074,86.26932672713048,115.1798825831155,5.874896653207811,1,7_27_2019__Conv_zscan_03__cell9,chr1:119950000-120050000,A
,,,,1,7_27_2019__Conv_zscan_03__cell9,chr1:122950000-123050000,nan
3.7322520370144554,85.9154179698178,114.0182760155186,2.9890145802943193,1,7_27_2019__Conv_zscan_03__cell9,chr1:143950000-144050000,A
,,,,1,7_27_2019__Conv_zscan_03__cell9,chr1:146950000-147050000,A
3.9147971469411056,86.72662103963863,116.11772202291098,2.494782214619258,1,7_27_2019__Conv_zscan_03__cell9,chr1:149950000-150050000,A
3.6660355343507733,84.96018762923529,114.96758791078285,10.231938849983067,1,7_27_2019__Conv_zscan_03__cell9,chr1:152950000-153050000,B
4.1613148397393465,86.46588844924615,114.40674613154306,5.331880005432344,1,7_27_2019__Conv_zscan_03__cell9,chr1:155950000-156050000,A
3.7466371564314045,86.1419757673618,113.13014102198026,2.6922556384108063,1,7_27_2019__Conv_zscan_03__cell9,chr1:158950000-159050000,B
3.5302107093793147,87.71777372951098,114.9797862633211,7.110726650628908,1,7_27_2019__Conv_zscan_03__cell9,chr1:161950000-162050000,A
3.76316591670808,84.6490475809298,114.33398904177594,3.493906541394276,1,7_27_2019__Conv_zscan_03__cell9,chr1:164950000-165050000,B
2.8830930739261897,87.21113605427286,113.78654059821208,1.3345463375999809,1,7_27_2019__Conv_zscan_03__cell9,chr1:167950000-168050000,A
4.678901268311313,86.67196855180777,114.09753709654656,1.2765054556855804,1,7_27_2019__Conv_zscan_03__cell9,chr1:170950000-171050000,B
3.2962528308507277,87.44210478598353,115.23116350947816,1.1939332031140435,1,7_27_2019__Conv_zscan_03__cell9,chr1:173950000-174050000,A
2.905594308688345,86.421720280795,114.80763813260211,2.61374947922046,1,7_27_2019__Conv_zscan_03__cell9,chr1:176950000-177050000,B
3.0990214476120737,86.64893984029192,114.5348721586381,2.1266431842303177,1,7_27_2019__Conv_zscan_03__cell9,chr1:179950000-180050000,A
,,,,1,7_27_2019__Conv_zscan_03__cell9,chr1:182950000-183050000,A
4.149067775767882,86.93263473234676,114.82364002184393,3.0924155433887597,1,7_27_2019__Conv_zscan_03__cell9,chr1:185950000-186050000,A
3.947522237140101,87.16851347798276,115.59469968548296,1.137217038746928,1,7_27_2019__Conv_zscan_03__cell9,chr1:188950000-189050000,B
4.2376500348862995,87.81332487664997,116.41834236341506,2.406914658093939,1,7_27_2019__Conv_zscan_03__cell9,chr1:191950000-192050000,B
4.195840808656399,87.1874177573523,116.97042405859698,3.830446227811281,1,7_27_2019__Conv_zscan_03__cell9,chr1:194950000-195050000,B
3.5946799774797884,86.52704093261782,114.99650798320282,1.0337649199775993,1,7_27_2019__Conv_zscan_03__cell9,chr1:197950000-198050000,A
3.9849462949664707,87.2046767815382,115.11913009735018,3.9462102822514913,1,7_27_2019__Conv_zscan_03__cell9,chr1:200950000-201050000,A
4.046690572316322,86.57315860927105,115.35337106181356,4.457346524234256,1,7_27_2019__Conv_zscan_03__cell9,chr1:203950000-204050000,A
4.352902285678214,85.89571811556613,113.99656951211382,4.343670666406921,1,7_27_2019__Conv_zscan_03__cell9,chr1:206950000-207050000,B
,,,,1,7_27_2019__Conv_zscan_03__cell9,chr1:209950000-210050000,B
3.9183091396630654,86.33024886060846,116.69524148434473,3.2329437087980333,1,7_27_2019__Conv_zscan_03__cell9,chr1:212950000-213050000,A
5.133460238463124,85.68574973750881,113.99619793199996,0.5292627241635546,1,7_27_2019__Conv_zscan_03__cell9,chr1:215950000-216050000,B
3.8973736471184233,85.70268849009081,115.76876837851917,4.406396688382299,1,7_27_2019__Conv_zscan_03__cell9,chr1:218950000-219050000,B
3.66192540683784,85.46762365913133,114.37280931459368,3.2196786414190974,1,7_27_2019__Conv_zscan_03__cell9,chr1:221950000-222050000,A
3.6193119574671813,84.99241044914946,114.91004351357361,2.6615726652088942,1,7_27_2019__Conv_zscan_03__cell9,chr1:224950000-225050000,B
3.229045683123047,85.2141339190637,114.76945666193056,2.4101243157752843,1,7_27_2019__Conv_zscan_03__cell9,chr1:227950000-228050000,B
4.047373989213248,85.96307472989199,113.36455684893895,4.539182319557371,1,7_27_2019__Conv_zscan_03__cell9,chr1:230950000-231050000,B
4.026910048546428,85.55848730063133,113.44310575975607,5.790474767657748,1,7_27_2019__Conv_zscan_03__cell9,chr1:233950000-234050000,B
3.142788092773788,85.26625047417431,114.84755877947606,4.029445034311223,1,7_27_2019__Conv_zscan_03__cell9,chr1:236950000-237050000,B
3.561451133060162,85.86386414386432,114.9086750852025,3.606323413297104,1,7_27_2019__Conv_zscan_03__cell9,chr1:239950000-240050000,B
3.3740384313520924,86.50627166721812,114.77431987614597,1.990638712373201,1,7_27_2019__Conv_zscan_03__cell9,chr1:242950000-243050000,B
3.9598670982083712,86.63478944355198,114.23401123166012,10.062339297171839,1,7_27_2019__Conv_zscan_03__cell9,chr1:245950000-246050000,A
4.663929269554932,82.61819837263388,117.27565046973938,4.754414968480592,1,7_27_2019__Conv_zscan_03__cell9,chr2:2950000-3050000,B
4.303505284185105,85.79181099087076,115.86029666693214,2.896427112069445,1,7_27_2019__Conv_zscan_03__cell9,chr2:5950000-6050000,B
,,,,1,7_27_2019__Conv_zscan_03__cell9,chr2:8950000-9050000,A
,,,,1,7_27_2019__Conv_zscan_03__cell9,chr2:11950000-12050000,A
,,,,1,7_27_2019__Conv_zscan_03__cell9,chr2:14950000-15050000,B
,,,,1,7_27_2019__Conv_zscan_03__cell9,chr2:17950000-18050000,B
,,,,1,7_27_2019__Conv_zscan_03__cell9,chr2:20950000-21050000,B
